client_id,segment,neighbourhood,owner_age_band,household,tech_comfort,budget_sensitivity,channel_preference,pets,n_pets,services_used,visits_last_2y,last_visit,satisfaction_prior
MVC-C187,multi_pet,Ranelagh,18-29,single,medium,medium,web,"[{""species"": ""Dog"", ""breed"": ""Greyhound (retired)"", ""age_years"": 6.4, ""brachycephalic"": false, ""senior"": false}, {""species"": ""Cat"", ""breed"": ""Ragdoll"", ""age_years"": 4.5, ""brachycephalic"": false, ""senior"": false}, {""species"": ""Dog"", ""breed"": ""Cavapoo"", ""age_years"": 2.2, ""brachycephalic"": false, ""senior"": false}]",3,MVC-010|MVC-092,8,2026-06,3
MVC-C188,senior_pet,Rathmines,30-44,family_with_kids,low,low,phone,"[{""species"": ""Dog"", ""breed"": ""Beagle"", ""age_years"": 13.8, ""brachycephalic"": false, ""senior"": true}]",1,MVC-008|MVC-060|MVC-063|MVC-001,10,2026-07,3
MVC-C189,anxious_first_timer,Terenure,18-29,family_with_kids,high,medium,web,"[{""species"": ""Dog"", ""breed"": ""Labrador"", ""age_years"": 7.5, ""brachycephalic"": false, ""senior"": false}]",1,MVC-026|MVC-080|MVC-010|MVC-082|MVC-001,2,2026-05,3
MVC-C190,budget_stretched,Rathmines,18-29,single,high,high,web,"[{""species"": ""Cat"", ""breed"": ""Maine Coon"", ""age_years"": 2.4, ""brachycephalic"": false, ""senior"": false}]",1,MVC-089|MVC-029|MVC-027|MVC-033|MVC-086,5,2026-04,4
MVC-C191,senior_pet,Donnybrook,30-44,shared_house,high,low,web,"[{""species"": ""Cat"", ""breed"": ""Maine Coon"", ""age_years"": 12.9, ""brachycephalic"": false, ""senior"": true}]",1,MVC-093|MVC-005|MVC-040|MVC-022|MVC-044|MVC-009,4,2026-06,5
MVC-C192,multi_pet,Dartry,45-59,single,low,low,web,"[{""species"": ""Rabbit"", ""breed"": ""Netherland Dwarf"", ""age_years"": 6.4, ""brachycephalic"": false, ""senior"": true}, {""species"": ""Dog"", ""breed"": ""Beagle"", ""age_years"": 3.2, ""brachycephalic"": false, ""senior"": false}]",2,MVC-030|MVC-077,2,2026-06,4
MVC-C193,time_poor_professional,Milltown,30-44,couple,medium,low,phone,"[{""species"": ""Rabbit"", ""breed"": ""Lionhead"", ""age_years"": 5.6, ""brachycephalic"": false, ""senior"": false}]",1,MVC-030|MVC-006,8,2026-06,4
MVC-C194,lapsed,Donnybrook,18-29,family_with_kids,medium,low,web,"[{""species"": ""Dog"", ""breed"": ""Greyhound (retired)"", ""age_years"": 8.3, ""brachycephalic"": false, ""senior"": false}]",1,MVC-028|MVC-001|MVC-092|MVC-004|MVC-031,1,2025-06,2
MVC-C195,multi_pet,Terenure,45-59,single,medium,low,phone,"[{""species"": ""Dog"", ""breed"": ""Rescue crossbreed"", ""age_years"": 2.8, ""brachycephalic"": false, ""senior"": false}, {""species"": ""Rabbit"", ""breed"": ""Mini Lop"", ""age_years"": 9.4, ""brachycephalic"": false, ""senior"": true}]",2,MVC-030|MVC-046|MVC-012|MVC-073,7,2026-05,4
MVC-C196,new_pet,Ranelagh,30-44,single,medium,high,web,"[{""species"": ""Cat"", ""breed"": ""Rescue moggy"", ""age_years"": 1.1, ""brachycephalic"": false, ""senior"": false}]",1,MVC-035|MVC-093|MVC-005|MVC-052|MVC-029|MVC-002,5,2026-06,3
MVC-C197,senior_pet,Harold's Cross,30-44,single,medium,high,phone,"[{""species"": ""Small mammal"", ""breed"": ""Guinea pig"", ""age_years"": 13.7, ""brachycephalic"": false, ""senior"": true}]",1,MVC-083|MVC-013,10,2026-07,5
MVC-C198,multi_pet,Rathgar,30-44,family_with_kids,medium,high,web,"[{""species"": ""Cat"", ""breed"": ""British Shorthair"", ""age_years"": 1.1, ""brachycephalic"": false, ""senior"": false}, {""species"": ""Rabbit"", ""breed"": ""Rescue rabbit"", ""age_years"": 8.8, ""brachycephalic"": false, ""senior"": true}, {""species"": ""Cat"", ""breed"": ""Domestic longhair"", ""age_years"": 1.4, ""brachycephalic"": false, ""senior"": false}]",3,MVC-030|MVC-093|MVC-079|MVC-024,3,2026-05,4
MVC-C199,time_poor_professional,Clonskeagh,18-29,shared_house,medium,medium,web,"[{""species"": ""Dog"", ""breed"": ""Jack Russell"", ""age_years"": 4.7, ""brachycephalic"": false, ""senior"": false}]",1,MVC-017|MVC-004|MVC-092|MVC-010,3,2026-03,5
MVC-C200,time_poor_professional,Clonskeagh,18-29,single,medium,high,walk-in,"[{""species"": ""Dog"", ""breed"": ""Rescue crossbreed"", ""age_years"": 8.5, ""brachycephalic"": false, ""senior"": false}]",1,MVC-070|MVC-077|MVC-017,5,2026-07,3
MVC-C201,multi_pet,Rathgar,30-44,single,low,high,web,"[{""species"": ""Cat"", ""breed"": ""Ragdoll"", ""age_years"": 8.3, ""brachycephalic"": false, ""senior"": false}, {""species"": ""Rabbit"", ""breed"": ""Netherland Dwarf"", ""age_years"": 8.8, ""brachycephalic"": false, ""senior"": true}, {""species"": ""Rabbit"", ""breed"": ""Rescue rabbit"", ""age_years"": 6.3, ""brachycephalic"": false, ""senior"": true}]",3,MVC-030|MVC-003|MVC-029|MVC-002,4,2026-03,4
MVC-C202,new_pet,Ranelagh,45-59,single,high,low,phone,"[{""species"": ""Dog"", ""breed"": ""Cocker Spaniel"", ""age_years"": 1.2, ""brachycephalic"": false, ""senior"": false}]",1,MVC-010|MVC-026|MVC-019|MVC-017|MVC-037|MVC-021,5,2026-07,3
MVC-C203,brachy_highrisk,Rathmines,45-59,family_with_kids,low,medium,walk-in,"[{""species"": ""Dog"", ""breed"": ""Cavalier King Charles Spaniel"", ""age_years"": 6.0, ""brachycephalic"": true, ""senior"": false}]",1,MVC-088|MVC-054|MVC-010,9,2026-05,3
MVC-C204,senior_pet,Donnybrook,18-29,shared_house,high,high,web,"[{""species"": ""Dog"", ""breed"": ""Labrador"", ""age_years"": 11.3, ""brachycephalic"": false, ""senior"": true}]",1,MVC-001|MVC-065|MVC-090|MVC-063|MVC-004,12,2026-05,4
MVC-C205,budget_stretched,Harold's Cross,30-44,shared_house,medium,high,phone,"[{""species"": ""Dog"", ""breed"": ""Border Collie"", ""age_years"": 1.5, ""brachycephalic"": false, ""senior"": false}]",1,MVC-023|MVC-092|MVC-032|MVC-001,2,2026-04,2
MVC-C206,budget_stretched,Dartry,18-29,family_with_kids,low,high,phone,"[{""species"": ""Dog"", ""breed"": ""Springer Spaniel"", ""age_years"": 10.4, ""brachycephalic"": false, ""senior"": true}]",1,MVC-023|MVC-004|MVC-088|MVC-001|MVC-032,8,2026-07,3
MVC-C207,time_poor_professional,Donnybrook,45-59,couple,medium,low,phone,"[{""species"": ""Dog"", ""breed"": ""Beagle"", ""age_years"": 7.7, ""brachycephalic"": false, ""senior"": false}]",1,MVC-047|MVC-004,5,2026-04,4
MVC-C208,senior_pet,Rathgar,30-44,family_with_kids,medium,high,phone,"[{""species"": ""Dog"", ""breed"": ""Terrier cross"", ""age_years"": 10.7, ""brachycephalic"": false, ""senior"": true}]",1,MVC-060|MVC-017|MVC-010|MVC-014|MVC-008|MVC-021,10,2026-05,4
MVC-C209,senior_pet,Portobello,45-59,family_with_kids,low,medium,web,"[{""species"": ""Rabbit"", ""breed"": ""Lionhead"", ""age_years"": 13.3, ""brachycephalic"": false, ""senior"": true}]",1,MVC-087|MVC-012|MVC-094|MVC-016,11,2026-07,4
MVC-C210,lapsed,Clonskeagh,18-29,couple,medium,medium,phone,"[{""species"": ""Cat"", ""breed"": ""Domestic shorthair"", ""age_years"": 3.4, ""brachycephalic"": false, ""senior"": false}]",1,MVC-002|MVC-027|MVC-018,1,2025-06,2
MVC-C211,lapsed,Harold's Cross,18-29,single,low,high,phone,"[{""species"": ""Rabbit"", ""breed"": ""Mini Lop"", ""age_years"": 5.6, ""brachycephalic"": false, ""senior"": false}]",1,MVC-012|MVC-030|MVC-003,1,2025-06,4
MVC-C212,brachy_highrisk,Milltown,30-44,single,medium,high,phone,"[{""species"": ""Dog"", ""breed"": ""Pug"", ""age_years"": 3.1, ""brachycephalic"": true, ""senior"": false}]",1,MVC-085|MVC-056|MVC-092|MVC-014|MVC-023|MVC-060,11,2026-06,3
MVC-C213,new_pet,Donnybrook,60+,couple,medium,high,walk-in,"[{""species"": ""Dog"", ""breed"": ""Springer Spaniel"", ""age_years"": 0.9, ""brachycephalic"": false, ""senior"": false}]",1,MVC-034|MVC-021|MVC-080|MVC-010,6,2026-05,5
MVC-C214,senior_pet,Dartry,30-44,couple,high,medium,phone,"[{""species"": ""Cat"", ""breed"": ""Maine Coon"", ""age_years"": 13.2, ""brachycephalic"": false, ""senior"": true}]",1,MVC-091|MVC-009|MVC-044,4,2026-06,4
MVC-C215,budget_stretched,Rathmines,30-44,single,medium,high,phone,"[{""species"": ""Dog"", ""breed"": ""Border Collie"", ""age_years"": 7.2, ""brachycephalic"": false, ""senior"": false}]",1,MVC-026|MVC-001,5,2026-06,2
MVC-C216,budget_stretched,Ranelagh,45-59,couple,low,high,web,"[{""species"": ""Dog"", ""breed"": ""Greyhound (retired)"", ""age_years"": 1.8, ""brachycephalic"": false, ""senior"": false}]",1,MVC-092|MVC-014|MVC-001|MVC-023,6,2026-04,3
MVC-C217,budget_stretched,Ranelagh,30-44,single,high,high,walk-in,"[{""species"": ""Dog"", ""breed"": ""Terrier cross"", ""age_years"": 7.8, ""brachycephalic"": false, ""senior"": false}]",1,MVC-001|MVC-023|MVC-014|MVC-092|MVC-032,3,2026-06,2
MVC-C218,new_pet,Rathmines,18-29,shared_house,medium,low,phone,"[{""species"": ""Dog"", ""breed"": ""Labrador"", ""age_years"": 0.7, ""brachycephalic"": false, ""senior"": false}]",1,MVC-028|MVC-037|MVC-014,4,2026-05,5
MVC-C219,budget_stretched,Rathmines,30-44,family_with_kids,high,high,walk-in,"[{""species"": ""Dog"", ""breed"": ""Terrier cross"", ""age_years"": 3.4, ""brachycephalic"": false, ""senior"": false}]",1,MVC-031|MVC-008|MVC-004|MVC-026|MVC-028|MVC-014,5,2026-06,4
MVC-C220,new_pet,Ranelagh,30-44,couple,medium,high,phone,"[{""species"": ""Small mammal"", ""breed"": ""Hamster"", ""age_years"": 1.2, ""brachycephalic"": false, ""senior"": false}]",1,MVC-013|MVC-083,5,2026-06,4
MVC-C221,senior_pet,Donnybrook,18-29,shared_house,high,low,phone,"[{""species"": ""Dog"", ""breed"": ""Greyhound (retired)"", ""age_years"": 9.9, ""brachycephalic"": false, ""senior"": true}]",1,MVC-014|MVC-004,10,2026-05,3
MVC-C222,budget_stretched,Ranelagh,60+,couple,medium,high,web,"[{""species"": ""Cat"", ""breed"": ""Rescue moggy"", ""age_years"": 6.7, ""brachycephalic"": false, ""senior"": false}]",1,MVC-002|MVC-029|MVC-018|MVC-011|MVC-015|MVC-027,6,2026-07,4
MVC-C223,new_pet,Rathmines,45-59,single,high,medium,web,"[{""species"": ""Cat"", ""breed"": ""Ragdoll"", ""age_years"": 0.3, ""brachycephalic"": false, ""senior"": false}]",1,MVC-081|MVC-035,2,2026-06,4
MVC-C224,anxious_first_timer,Ranelagh,30-44,shared_house,high,medium,web,"[{""species"": ""Dog"", ""breed"": ""Terrier cross"", ""age_years"": 2.8, ""brachycephalic"": false, ""senior"": false}]",1,MVC-031|MVC-080|MVC-028|MVC-082|MVC-001|MVC-004,8,2026-03,4
MVC-C225,lapsed,Ranelagh,30-44,family_with_kids,low,medium,web,"[{""species"": ""Small mammal"", ""breed"": ""Hamster"", ""age_years"": 8.6, ""brachycephalic"": false, ""senior"": true}]",1,MVC-083|MVC-013,2,2025-02,2
MVC-C226,budget_stretched,Rathgar,30-44,single,medium,high,walk-in,"[{""species"": ""Cat"", ""breed"": ""Rescue moggy"", ""age_years"": 9.6, ""brachycephalic"": false, ""senior"": true}]",1,MVC-002|MVC-029,7,2026-03,3
MVC-C227,senior_pet,Terenure,30-44,couple,high,medium,web,"[{""species"": ""Dog"", ""breed"": ""Golden Retriever"", ""age_years"": 12.4, ""brachycephalic"": false, ""senior"": true}]",1,MVC-060|MVC-092|MVC-004|MVC-043|MVC-019,5,2026-05,4
MVC-C228,lapsed,Portobello,30-44,family_with_kids,medium,high,web,"[{""species"": ""Dog"", ""breed"": ""Border Collie"", ""age_years"": 8.1, ""brachycephalic"": false, ""senior"": false}]",1,MVC-008|MVC-031|MVC-092|MVC-028,1,2025-01,2
MVC-C229,time_poor_professional,Portobello,30-44,single,medium,medium,phone,"[{""species"": ""Cat"", ""breed"": ""Rescue moggy"", ""age_years"": 1.4, ""brachycephalic"": false, ""senior"": false}]",1,MVC-015|MVC-027|MVC-044|MVC-011,8,2026-03,4
MVC-C230,anxious_first_timer,Donnybrook,60+,single,medium,low,web,"[{""species"": ""Dog"", ""breed"": ""Greyhound (retired)"", ""age_years"": 1.2, ""brachycephalic"": false, ""senior"": false}]",1,MVC-082|MVC-001|MVC-028|MVC-092,5,2026-05,5
MVC-C231,budget_stretched,Ranelagh,30-44,couple,high,high,web,"[{""species"": ""Dog"", ""breed"": ""Beagle"", ""age_years"": 8.0, ""brachycephalic"": false, ""senior"": false}]",1,MVC-088|MVC-001|MVC-031,4,2026-07,3
MVC-C232,time_poor_professional,Donnybrook,18-29,shared_house,medium,low,web,"[{""species"": ""Dog"", ""breed"": ""Terrier cross"", ""age_years"": 5.2, ""brachycephalic"": false, ""senior"": false}]",1,MVC-042|MVC-072|MVC-032|MVC-008|MVC-023,7,2026-03,5
MVC-C233,anxious_first_timer,Milltown,30-44,shared_house,medium,medium,web,"[{""species"": ""Dog"", ""breed"": ""Golden Retriever"", ""age_years"": 1.7, ""brachycephalic"": false, ""senior"": false}]",1,MVC-082|MVC-080|MVC-028|MVC-004|MVC-001|MVC-092,2,2026-05,5
MVC-C234,senior_pet,Rathmines,30-44,family_with_kids,medium,low,walk-in,"[{""species"": ""Dog"", ""breed"": ""Border Collie"", ""age_years"": 13.4, ""brachycephalic"": false, ""senior"": true}]",1,MVC-019|MVC-014|MVC-004|MVC-001|MVC-065,5,2026-07,5
MVC-C235,budget_stretched,Donnybrook,30-44,shared_house,medium,high,phone,"[{""species"": ""Dog"", ""breed"": ""Rescue crossbreed"", ""age_years"": 10.2, ""brachycephalic"": false, ""senior"": true}]",1,MVC-032|MVC-026|MVC-092|MVC-001|MVC-085|MVC-028,6,2026-07,3
MVC-C236,lapsed,Dartry,60+,single,low,high,web,"[{""species"": ""Rabbit"", ""breed"": ""Netherland Dwarf"", ""age_years"": 6.4, ""brachycephalic"": false, ""senior"": true}]",1,MVC-030|MVC-006,3,2025-02,2
MVC-C237,multi_pet,Terenure,30-44,single,low,low,walk-in,"[{""species"": ""Dog"", ""breed"": ""Border Collie"", ""age_years"": 7.2, ""brachycephalic"": false, ""senior"": false}, {""species"": ""Rabbit"", ""breed"": ""Lionhead"", ""age_years"": 5.7, ""brachycephalic"": false, ""senior"": false}, {""species"": ""Dog"", ""breed"": ""Terrier cross"", ""age_years"": 1.5, ""brachycephalic"": false, ""senior"": false}]",3,MVC-073|MVC-010|MVC-032,6,2026-03,4
MVC-C238,multi_pet,Portobello,45-59,single,high,low,web,"[{""species"": ""Dog"", ""breed"": ""Greyhound (retired)"", ""age_years"": 9.9, ""brachycephalic"": false, ""senior"": true}, {""species"": ""Cat"", ""breed"": ""Ragdoll"", ""age_years"": 1.8, ""brachycephalic"": false, ""senior"": false}, {""species"": ""Cat"", ""breed"": ""Rescue moggy"", ""age_years"": 9.8, ""brachycephalic"": false, ""senior"": true}]",3,MVC-023|MVC-043|MVC-014|MVC-076|MVC-001|MVC-070,3,2026-07,3
MVC-C239,multi_pet,Ranelagh,45-59,couple,medium,medium,phone,"[{""species"": ""Cat"", ""breed"": ""Ragdoll"", ""age_years"": 4.3, ""brachycephalic"": false, ""senior"": false}, {""species"": ""Dog"", ""breed"": ""Golden Retriever"", ""age_years"": 6.6, ""brachycephalic"": false, ""senior"": false}]",2,MVC-018|MVC-008|MVC-048|MVC-076,4,2026-06,5
MVC-C240,budget_stretched,Milltown,60+,family_with_kids,high,high,phone,"[{""species"": ""Dog"", ""breed"": ""Labrador"", ""age_years"": 4.2, ""brachycephalic"": false, ""senior"": false}]",1,MVC-008|MVC-001|MVC-028|MVC-092|MVC-017,5,2026-04,2
MVC-C241,anxious_first_timer,Donnybrook,30-44,single,high,high,phone,"[{""species"": ""Dog"", ""breed"": ""Jack Russell"", ""age_years"": 5.5, ""brachycephalic"": false, ""senior"": false}]",1,MVC-031|MVC-001|MVC-092|MVC-023|MVC-014|MVC-080,2,2026-06,4
MVC-C242,new_pet,Rathmines,60+,family_with_kids,medium,low,walk-in,"[{""species"": ""Cat"", ""breed"": ""British Shorthair"", ""age_years"": 1.1, ""brachycephalic"": false, ""senior"": false}]",1,MVC-009|MVC-027|MVC-093,4,2026-05,4
MVC-C243,multi_pet,Terenure,45-59,couple,medium,medium,phone,"[{""species"": ""Dog"", ""breed"": ""Terrier cross"", ""age_years"": 8.1, ""brachycephalic"": false, ""senior"": false}, {""species"": ""Rabbit"", ""breed"": ""Netherland Dwarf"", ""age_years"": 5.0, ""brachycephalic"": false, ""senior"": false}]",2,MVC-014|MVC-010|MVC-030|MVC-028|MVC-017|MVC-023,3,2026-04,4
MVC-C244,time_poor_professional,Rathgar,45-59,single,high,medium,web,"[{""species"": ""Bird"", ""breed"": ""Budgie"", ""age_years"": 8.8, ""brachycephalic"": false, ""senior"": true}]",1,MVC-084|MVC-007,8,2026-03,5
MVC-C245,budget_stretched,Ranelagh,30-44,single,high,high,phone,"[{""species"": ""Dog"", ""breed"": ""Labrador"", ""age_years"": 2.8, ""brachycephalic"": false, ""senior"": false}]",1,MVC-014|MVC-085,4,2026-06,2
MVC-C246,senior_pet,Terenure,18-29,family_with_kids,low,high,phone,"[{""species"": ""Dog"", ""breed"": ""Beagle"", ""age_years"": 12.1, ""brachycephalic"": false, ""senior"": true}]",1,MVC-010|MVC-067,9,2026-05,5
MVC-C247,lapsed,Ranelagh,30-44,couple,medium,high,walk-in,"[{""species"": ""Dog"", ""breed"": ""Labrador"", ""age_years"": 6.4, ""brachycephalic"": false, ""senior"": false}]",1,MVC-092|MVC-004|MVC-001|MVC-031,1,2025-02,4
MVC-C248,brachy_highrisk,Dartry,30-44,couple,high,high,web,"[{""species"": ""Dog"", ""breed"": ""Cavalier King Charles Spaniel"", ""age_years"": 2.2, ""brachycephalic"": true, ""senior"": false}]",1,MVC-004|MVC-058|MVC-017|MVC-042|MVC-092,4,2026-05,5
MVC-C249,new_pet,Ranelagh,30-44,single,medium,medium,walk-in,"[{""species"": ""Cat"", ""breed"": ""Domestic shorthair"", ""age_years"": 0.4, ""brachycephalic"": false, ""senior"": false}]",1,MVC-009|MVC-081,5,2026-07,4
MVC-C250,senior_pet,Rathgar,30-44,couple,medium,high,walk-in,"[{""species"": ""Dog"", ""breed"": ""Greyhound (retired)"", ""age_years"": 11.3, ""brachycephalic"": false, ""senior"": true}]",1,MVC-092|MVC-004|MVC-045,11,2026-07,4
MVC-C251,new_pet,Portobello,18-29,single,low,high,phone,"[{""species"": ""Dog"", ""breed"": ""Beagle"", ""age_years"": 0.2, ""brachycephalic"": false, ""senior"": false}]",1,MVC-080|MVC-010|MVC-017|MVC-034|MVC-019|MVC-023,5,2026-07,5
MVC-C252,multi_pet,Rathgar,30-44,single,medium,high,phone,"[{""species"": ""Cat"", ""breed"": ""Rescue moggy"", ""age_years"": 2.5, ""brachycephalic"": false, ""senior"": false}, {""species"": ""Dog"", ""breed"": ""Cavapoo"", ""age_years"": 1.0, ""brachycephalic"": false, ""senior"": false}]",2,MVC-009|MVC-047|MVC-008|MVC-015|MVC-074|MVC-033,8,2026-03,4
MVC-C253,lapsed,Donnybrook,60+,family_with_kids,medium,medium,walk-in,"[{""species"": ""Cat"", ""breed"": ""Rescue moggy"", ""age_years"": 8.0, ""brachycephalic"": false, ""senior"": false}]",1,MVC-027|MVC-005|MVC-024,2,2025-06,3
MVC-C254,lapsed,Ranelagh,45-59,single,low,medium,phone,"[{""species"": ""Dog"", ""breed"": ""Terrier cross"", ""age_years"": 4.3, ""brachycephalic"": false, ""senior"": false}]",1,MVC-028|MVC-008|MVC-023|MVC-032|MVC-031,1,2025-04,2
MVC-C255,brachy_highrisk,Portobello,18-29,couple,low,high,phone,"[{""species"": ""Dog"", ""breed"": ""Boxer"", ""age_years"": 6.8, ""brachycephalic"": true, ""senior"": false}]",1,MVC-042|MVC-060|MVC-014|MVC-088|MVC-065,11,2026-06,4
MVC-C256,lapsed,Rathmines,30-44,shared_house,high,low,web,"[{""species"": ""Dog"", ""breed"": ""Greyhound (retired)"", ""age_years"": 3.8, ""brachycephalic"": false, ""senior"": false}]",1,MVC-004|MVC-092|MVC-001,3,2025-06,4
MVC-C257,anxious_first_timer,Harold's Cross,30-44,couple,low,low,walk-in,"[{""species"": ""Dog"", ""breed"": ""Greyhound (retired)"", ""age_years"": 5.6, ""brachycephalic"": false, ""senior"": false}]",1,MVC-028|MVC-001|MVC-082,7,2026-07,4
MVC-C258,time_poor_professional,Rathmines,30-44,couple,medium,high,phone,"[{""species"": ""Dog"", ""breed"": ""Cavapoo"", ""age_years"": 10.4, ""brachycephalic"": false, ""senior"": true}]",1,MVC-073|MVC-075|MVC-010|MVC-045|MVC-071,4,2026-04,4
MVC-C259,anxious_first_timer,Ranelagh,60+,family_with_kids,medium,medium,web,"[{""species"": ""Dog"", ""breed"": ""Rescue crossbreed"", ""age_years"": 1.0, ""brachycephalic"": false, ""senior"": false}]",1,MVC-001|MVC-080|MVC-004|MVC-010|MVC-031|MVC-014,6,2026-03,3
MVC-C260,new_pet,Milltown,30-44,family_with_kids,low,medium,walk-in,"[{""species"": ""Cat"", ""breed"": ""Ragdoll"", ""age_years"": 1.1, ""brachycephalic"": false, ""senior"": false}]",1,MVC-022|MVC-057|MVC-027|MVC-035|MVC-018,6,2026-07,4
MVC-C261,time_poor_professional,Portobello,60+,family_with_kids,medium,medium,web,"[{""species"": ""Cat"", ""breed"": ""Rescue moggy"", ""age_years"": 7.7, ""brachycephalic"": false, ""senior"": false}]",1,MVC-033|MVC-093|MVC-078|MVC-029|MVC-076,7,2026-07,4
MVC-C262,lapsed,Ranelagh,30-44,couple,medium,medium,phone,"[{""species"": ""Dog"", ""breed"": ""Cocker Spaniel"", ""age_years"": 10.0, ""brachycephalic"": false, ""senior"": true}]",1,MVC-092|MVC-017|MVC-031|MVC-001|MVC-004|MVC-032,3,2025-04,2
MVC-C263,lapsed,Terenure,30-44,family_with_kids,low,low,web,"[{""species"": ""Cat"", ""breed"": ""British Shorthair"", ""age_years"": 7.1, ""brachycephalic"": false, ""senior"": false}]",1,MVC-027|MVC-093|MVC-033,2,2025-02,2
MVC-C264,lapsed,Milltown,60+,single,high,medium,walk-in,"[{""species"": ""Dog"", ""breed"": ""Greyhound (retired)"", ""age_years"": 8.0, ""brachycephalic"": false, ""senior"": false}]",1,MVC-014|MVC-028|MVC-004|MVC-001|MVC-092|MVC-032,2,2024-11,4
MVC-C265,budget_stretched,Dartry,18-29,family_with_kids,medium,high,phone,"[{""species"": ""Cat"", ""breed"": ""Domestic shorthair"", ""age_years"": 8.6, ""brachycephalic"": false, ""senior"": false}]",1,MVC-009|MVC-033,7,2026-06,4
MVC-C266,multi_pet,Rathmines,18-29,family_with_kids,medium,high,web,"[{""species"": ""Cat"", ""breed"": ""Rescue moggy"", ""age_years"": 4.5, ""brachycephalic"": false, ""senior"": false}, {""species"": ""Dog"", ""breed"": ""Labrador"", ""age_years"": 9.4, ""brachycephalic"": false, ""senior"": true}]",2,MVC-031|MVC-010|MVC-008|MVC-027,6,2026-06,5
MVC-C267,time_poor_professional,Terenure,60+,couple,high,high,web,"[{""species"": ""Cat"", ""breed"": ""Maine Coon"", ""age_years"": 6.1, ""brachycephalic"": false, ""senior"": false}]",1,MVC-078|MVC-018|MVC-033,8,2026-04,5
MVC-C268,time_poor_professional,Clonskeagh,45-59,family_with_kids,medium,low,web,"[{""species"": ""Cat"", ""breed"": ""Domestic longhair"", ""age_years"": 6.6, ""brachycephalic"": false, ""senior"": false}]",1,MVC-002|MVC-076|MVC-078|MVC-011,6,2026-07,5
MVC-C269,budget_stretched,Rathmines,30-44,couple,medium,high,web,"[{""species"": ""Dog"", ""breed"": ""Cavapoo"", ""age_years"": 6.5, ""brachycephalic"": false, ""senior"": false}]",1,MVC-017|MVC-088|MVC-031|MVC-010,8,2026-04,4
MVC-C270,time_poor_professional,Donnybrook,60+,single,medium,medium,web,"[{""species"": ""Dog"", ""breed"": ""Jack Russell"", ""age_years"": 6.9, ""brachycephalic"": false, ""senior"": false}]",1,MVC-073|MVC-004|MVC-043|MVC-077|MVC-010,6,2026-03,5
MVC-C271,senior_pet,Rathmines,30-44,single,low,medium,walk-in,"[{""species"": ""Cat"", ""breed"": ""Domestic longhair"", ""age_years"": 14.2, ""brachycephalic"": false, ""senior"": true}]",1,MVC-020|MVC-044|MVC-022|MVC-068|MVC-064,9,2026-07,4
MVC-C272,new_pet,Ranelagh,45-59,single,high,low,web,"[{""species"": ""Cat"", ""breed"": ""British Shorthair"", ""age_years"": 1.3, ""brachycephalic"": false, ""senior"": false}]",1,MVC-009|MVC-035|MVC-024|MVC-029,4,2026-06,4
MVC-C273,budget_stretched,Rathgar,45-59,family_with_kids,medium,high,web,"[{""species"": ""Dog"", ""breed"": ""Springer Spaniel"", ""age_years"": 3.4, ""brachycephalic"": false, ""senior"": false}]",1,MVC-092|MVC-026|MVC-004|MVC-008|MVC-028,2,2026-05,4
MVC-C274,time_poor_professional,Ranelagh,18-29,family_with_kids,medium,medium,web,"[{""species"": ""Cat"", ""breed"": ""Ragdoll"", ""age_years"": 4.5, ""brachycephalic"": false, ""senior"": false}]",1,MVC-076|MVC-078|MVC-029,4,2026-03,5
MVC-C275,brachy_highrisk,Donnybrook,30-44,couple,medium,low,phone,"[{""species"": ""Dog"", ""breed"": ""Pug"", ""age_years"": 5.9, ""brachycephalic"": true, ""senior"": false}]",1,MVC-004|MVC-063|MVC-085|MVC-058|MVC-054,6,2026-07,3
MVC-C276,brachy_highrisk,Ranelagh,30-44,single,low,medium,phone,"[{""species"": ""Dog"", ""breed"": ""Pug"", ""age_years"": 3.7, ""brachycephalic"": true, ""senior"": false}]",1,MVC-001|MVC-067|MVC-017,4,2026-07,4
MVC-C277,new_pet,Rathgar,30-44,couple,medium,high,walk-in,"[{""species"": ""Rabbit"", ""breed"": ""Lionhead"", ""age_years"": 0.9, ""brachycephalic"": false, ""senior"": false}]",1,MVC-036|MVC-030,3,2026-05,3
MVC-C278,time_poor_professional,Portobello,60+,single,high,low,phone,"[{""species"": ""Cat"", ""breed"": ""British Shorthair"", ""age_years"": 7.7, ""brachycephalic"": false, ""senior"": false}]",1,MVC-029|MVC-078|MVC-002|MVC-044|MVC-093|MVC-027,8,2026-06,3
MVC-C279,brachy_highrisk,Rathgar,45-59,couple,low,high,web,"[{""species"": ""Dog"", ""breed"": ""Bulldog"", ""age_years"": 6.3, ""brachycephalic"": true, ""senior"": false}]",1,MVC-088|MVC-004|MVC-085|MVC-051|MVC-014|MVC-041,10,2026-06,3
MVC-C280,multi_pet,Ranelagh,30-44,couple,high,low,phone,"[{""species"": ""Rabbit"", ""breed"": ""Rescue rabbit"", ""age_years"": 6.3, ""brachycephalic"": false, ""senior"": true}, {""species"": ""Cat"", ""breed"": ""Maine Coon"", ""age_years"": 8.0, ""brachycephalic"": false, ""senior"": false}]",2,MVC-033|MVC-079|MVC-009|MVC-030,2,2026-05,4
